# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 17:12:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN st_teff:        Stellar Effective Temperature [K]
#
pl_name,pl_orbsmax,st_teff
Kepler-1691 b,0.0495000000,6000.00
Kepler-1692 b,0.0646000000,5146.00
Kepler-1693 b,0.1011000000,5432.34
Kepler-1693 c,0.0588000000,5553.00
Kepler-1694 b,0.0449000000,4954.00
Kepler-1695 b,0.0529000000,5473.19
Kepler-1696 b,0.3244000000,5712.00
Kepler-1697 b,0.2008000000,4681.53
Kepler-1698 b,0.0206500000,4975.03
Kepler-1699 b,0.0418000000,5575.53
Kepler-17 b,0.0259100000,5781.00
Kepler-170 b,0.0800000000,5679.00
Kepler-170 c,0.1310000000,5679.00
Kepler-1700 b,0.7609400000,6031.00
Kepler-1701 b,0.5738000000,5146.00
Kepler-1702 b,0.1275000000,5093.00
Kepler-1704 b,2.0270000000,5746.00
Kepler-1705 b,0.0800000000,6312.00
Kepler-1705 c,,6312.00
Kepler-1708 b,1.6400000000,6157.00
Kepler-1709 b,0.3270400000,5918.00
Kepler-171 b,0.0500000000,5642.00
Kepler-171 c,0.0980000000,5642.00
Kepler-171 d,0.2230000000,5642.00
Kepler-1710 b,0.1158300000,5650.00
Kepler-1711 b,0.1463000000,5706.00
Kepler-1712 b,0.0903000000,3732.00
Kepler-1713 b,0.1418500000,6477.00
Kepler-1714 b,0.1054900000,6150.00
Kepler-1715 b,0.2242900000,6212.00
Kepler-1716 b,0.1883600000,4894.00
Kepler-1717 b,0.2014000000,6200.00
Kepler-1718 b,0.4841800000,5731.00
Kepler-1719 b,0.0686800000,5687.00
Kepler-172 b,0.0400000000,5526.00
Kepler-172 c,0.0680000000,5526.00
Kepler-172 d,0.1180000000,5526.00
Kepler-172 e,0.2110000000,5526.00
Kepler-1720 b,0.1043000000,5573.00
Kepler-1721 b,0.0519000000,5351.00
Kepler-1722 b,0.0819000000,5506.00
Kepler-1723 b,0.2249000000,6072.00
Kepler-1724 b,0.0683000000,6092.00
Kepler-1725 b,0.1326300000,6020.00
Kepler-1726 b,0.1279400000,5316.00
Kepler-1727 b,0.0796000000,5349.00
Kepler-1728 b,0.0535000000,5170.00
Kepler-1729 b,0.0418000000,3837.00
Kepler-173 b,0.0480000000,6031.00
Kepler-173 c,0.0740000000,6031.00
Kepler-1730 b,0.1131000000,5942.00
Kepler-1731 b,0.1399000000,4859.00
Kepler-1732 b,0.2015000000,5821.00
Kepler-1733 b,0.0933000000,6320.00
Kepler-1734 b,0.0714000000,6061.00
Kepler-1735 b,0.0621000000,3975.00
Kepler-1736 b,0.2188000000,6085.00
Kepler-1737 b,0.2970000000,5043.00
Kepler-1738 b,0.0781000000,6063.00
Kepler-1739 b,0.0697000000,5757.00
Kepler-174 b,0.1000000000,4880.00
Kepler-174 c,0.2140000000,4880.00
Kepler-174 d,0.6770000000,4880.00
Kepler-1740 b,0.0779000000,5705.00
Kepler-1741 b,0.0296000000,3683.00
Kepler-1742 b,0.2587000000,5776.00
Kepler-1743 b,0.0840000000,5855.00
Kepler-1744 b,0.2094500000,5986.00
Kepler-1745 b,0.0408000000,5611.00
Kepler-1746 b,0.9408200000,6018.00
Kepler-1747 b,0.0660000000,5477.00
Kepler-1748 b,0.0615000000,5774.00
Kepler-1749 b,0.0956000000,3957.00
Kepler-175 b,0.1050000000,6064.00
Kepler-175 c,0.2130000000,6064.00
Kepler-1750 b,0.6785000000,5644.00
Kepler-1751 b,0.0712000000,6052.00
Kepler-1752 b,0.2698000000,5446.00
Kepler-1753 b,0.1179000000,5180.00
Kepler-1754 b,0.0718000000,4723.00
Kepler-1755 b,0.1668000000,6086.00
Kepler-1756 b,0.0319000000,4915.00
Kepler-1757 b,0.1335000000,5288.00
Kepler-1758 b,0.0919000000,5557.00
Kepler-1759 b,0.0429000000,5017.00
Kepler-176 b,0.0580000000,5232.00
Kepler-176 c,0.1020000000,5232.00
Kepler-176 d,0.1630000000,5232.00
Kepler-176 e,0.2565400000,5295.00
Kepler-1760 b,0.2084000000,5229.00
Kepler-1761 b,0.0413000000,3871.00
Kepler-1762 b,0.2040000000,6572.00
Kepler-1763 b,0.0257000000,5897.00
Kepler-1764 b,0.3512000000,6461.00
Kepler-1765 b,0.0917000000,5692.00
Kepler-1766 b,0.4161000000,5868.00
Kepler-1767 b,0.2873000000,5243.00
Kepler-1768 b,0.1286000000,6050.00
Kepler-1769 b,0.4059800000,6071.00
Kepler-177 b,0.2110100000,5732.00
Kepler-177 c,0.2565500000,5732.00
Kepler-1770 b,0.1261000000,5602.00
Kepler-1771 b,0.3815000000,5661.00
Kepler-1772 b,0.0439100000,5541.00
Kepler-1773 b,0.2483100000,6183.00
Kepler-1774 b,0.2949600000,6214.00
Kepler-1775 b,0.3956500000,5818.00
Kepler-1776 b,0.2093000000,5872.00
Kepler-1777 b,0.1030100000,5771.00
Kepler-1778 b,0.0956000000,6310.00
Kepler-1779 b,0.1264000000,5730.00
Kepler-178 b,0.0850000000,5676.00
Kepler-178 c,0.1420000000,5676.00
Kepler-178 d,0.3970000000,5676.00
Kepler-1780 b,0.4276000000,5403.00
Kepler-1781 b,0.0574000000,5568.00
Kepler-1782 b,0.0582500000,4931.00
Kepler-1783 b,0.0759500000,5129.00
Kepler-1784 b,0.1072000000,5442.00
Kepler-1785 b,0.1391700000,5618.00
Kepler-1786 b,0.3572200000,5808.00
Kepler-1787 b,0.2270000000,6060.00
Kepler-1788 b,0.0343000000,4786.00
Kepler-1789 b,0.3543000000,5436.00
Kepler-179 b,0.0360000000,5302.00
Kepler-179 c,0.0640000000,5302.00
Kepler-1790 b,0.2098900000,5866.00
Kepler-1791 b,0.0761000000,5887.00
Kepler-1792 b,0.0488000000,5229.00
Kepler-1793 b,0.0787000000,5191.00
Kepler-1794 b,0.0821000000,5052.00
Kepler-1795 b,0.1002000000,4500.00
Kepler-1796 b,0.1879000000,6036.00
Kepler-1797 b,0.1637000000,6244.00
Kepler-1798 b,0.1082000000,3967.00
Kepler-1799 b,0.1028000000,5831.00
Kepler-18 b,0.0447000000,5345.00
Kepler-18 c,0.0752000000,5345.00
Kepler-18 d,0.1172000000,5345.00
Kepler-180 b,0.1090000000,5731.00
Kepler-180 c,0.2290000000,5731.00
Kepler-1800 b,0.0509800000,5343.00
Kepler-1801 b,0.0915000000,5738.00
Kepler-1801 c,0.4572000000,5738.00
Kepler-1802 b,0.0662000000,4245.00
Kepler-1802 c,0.1748000000,4245.00
Kepler-1804 b,0.1017000000,5109.00
Kepler-1805 b,0.0699000000,3867.00
Kepler-1806 b,0.0813000000,5311.00
Kepler-1807 b,0.0988000000,6455.00
Kepler-1808 b,0.1467000000,5530.00
Kepler-1809 b,0.0444400000,4901.00
Kepler-181 b,0.0400000000,5333.00
Kepler-181 c,0.0490000000,5333.00
Kepler-1810 b,0.4137000000,5492.00
Kepler-1811 b,0.3462000000,5561.00
Kepler-1812 b,0.0765000000,6174.00
Kepler-1813 b,0.0364000000,5167.00
Kepler-1814 b,0.0376500000,4922.00
Kepler-1814 c,0.0133000000,4922.00
Kepler-1815 b,0.0984000000,5516.00
Kepler-1816 b,0.3564700000,5051.00
Kepler-1817 b,0.2348000000,5316.00
Kepler-1818 b,0.0550000000,6047.00
Kepler-1819 b,0.1337000000,6090.00
Kepler-182 b,0.0960000000,6250.00
Kepler-182 c,0.1570000000,6250.00
Kepler-1820 b,0.1964000000,5841.00
Kepler-1821 b,0.1244000000,5475.00
Kepler-1822 b,0.1416000000,5165.00
Kepler-1823 b,0.1533200000,6000.00
Kepler-1824 b,0.4267000000,6002.00
Kepler-1825 b,0.0187000000,5123.00
Kepler-1826 b,0.0213000000,3821.00
Kepler-1827 b,0.0464700000,5423.00
Kepler-1828 b,0.0924000000,5806.00
Kepler-1829 b,0.0559000000,5230.00
Kepler-183 b,0.0640000000,5888.00
Kepler-183 c,0.1030000000,5888.00
Kepler-1830 b,0.3176900000,6160.00
Kepler-1831 b,0.0655000000,6063.00
Kepler-1832 b,0.0370000000,5242.00
Kepler-1833 b,0.0754500000,6164.00
Kepler-1834 b,0.0491100000,4821.00
Kepler-1834 c,0.0150000000,4821.00
Kepler-1835 b,0.0997000000,5903.00
Kepler-1836 b,0.0602000000,6123.00
Kepler-1837 b,0.0650000000,5966.00
Kepler-1838 b,0.1108200000,5877.00
Kepler-1839 b,0.0583000000,5926.00
Kepler-184 b,0.0920000000,5788.00
Kepler-184 c,0.1410000000,5788.00
Kepler-184 d,0.1790000000,5788.00
Kepler-1840 b,0.4620600000,4898.00
Kepler-1841 b,0.1606000000,5190.00
Kepler-1842 b,0.1160000000,5970.00
Kepler-1843 b,0.1787100000,5422.00
Kepler-1844 b,0.0478000000,5776.00
Kepler-1845 b,0.0885000000,4703.00
Kepler-1846 b,0.1105400000,4825.00
Kepler-1847 b,0.0989000000,6122.00
Kepler-1848 b,0.0583500000,4847.00
Kepler-1849 b,0.2597000000,4806.00
Kepler-185 b,0.0260000000,5208.00
Kepler-185 c,0.1390000000,5208.00
Kepler-1850 b,0.0206000000,4239.00
Kepler-1851 b,0.1016000000,5982.00
Kepler-1852 b,0.0762000000,5237.00
Kepler-1853 b,0.2395000000,4821.00
Kepler-1854 b,0.2089400000,5026.00
Kepler-1855 b,0.0115000000,3460.00
Kepler-1856 b,0.0215000000,4948.00
Kepler-1857 b,0.0830800000,6074.00
Kepler-1858 b,0.3575000000,4939.00
Kepler-1859 b,0.0394000000,5887.00
Kepler-1859 c,0.0473000000,5887.00
Kepler-186 b,0.0343000000,3788.00
Kepler-186 c,0.0451000000,3788.00
Kepler-186 d,0.0781000000,3788.00
Kepler-186 e,0.1100000000,3788.00
Kepler-186 f,0.4320000000,3755.00
Kepler-1860 b,0.1062500000,5420.00
Kepler-1861 b,0.2408200000,5855.00
Kepler-1862 b,0.1199000000,5644.00
Kepler-1863 b,0.2367800000,5871.00
Kepler-1864 b,0.0490000000,5854.00
Kepler-1865 b,0.0344000000,5420.00
Kepler-1866 b,0.1016000000,5791.00
Kepler-1867 b,0.0872000000,5693.00
Kepler-1868 b,0.6234800000,4658.00
Kepler-1869 b,0.0797600000,5808.00
Kepler-1869 c,0.0280000000,5808.00
Kepler-187 b,0.0590000000,6105.00
Kepler-187 c,0.0990000000,6105.00
Kepler-1870 b,0.0452000000,5508.00
Kepler-1871 b,0.0308000000,5741.00
Kepler-1872 b,0.0465000000,5223.00
Kepler-1873 b,0.0128000000,5151.00
Kepler-1874 b,0.2633000000,4701.00
Kepler-1875 b,0.2039000000,6161.00
Kepler-1876 b,0.0758000000,6104.00
Kepler-1877 b,0.0347200000,5615.00
Kepler-1878 b,0.0521000000,5918.00
Kepler-1879 b,0.0957000000,5865.00
Kepler-188 b,0.0320000000,6021.00
Kepler-188 c,0.0660000000,6021.00
Kepler-1880 b,0.0540000000,4380.00
Kepler-1881 b,0.5332500000,5135.00
Kepler-1882 b,0.1163600000,5691.00
Kepler-1883 b,0.4438000000,6208.00
Kepler-1884 b,0.0845000000,5984.00
Kepler-1885 b,0.0360000000,5591.00
Kepler-1886 b,0.1600000000,5745.00
Kepler-1887 b,0.1421000000,5749.00
Kepler-1888 b,0.0956000000,5557.00
Kepler-1889 b,0.2082000000,5646.00
Kepler-189 b,0.0880000000,5235.00
Kepler-189 c,0.1370000000,5235.00
Kepler-1890 b,0.0571200000,6046.00
Kepler-1891 b,0.0473000000,5516.00
Kepler-1892 b,0.0633000000,5383.00
Kepler-1893 b,0.0504000000,5633.00
Kepler-1894 b,0.0385000000,5772.00
Kepler-1894 c,0.0576000000,5772.00
Kepler-1895 b,0.0615000000,5076.00
Kepler-1896 b,0.2529000000,6122.00
Kepler-1897 b,0.1546000000,5165.00
Kepler-1898 b,0.0506300000,5702.00
Kepler-1899 b,0.0457000000,4791.00
Kepler-19 b,0.0846000000,5541.00
Kepler-19 c,0.1765736996,5544.00
Kepler-19 d,,5544.00
Kepler-190 b,0.0300000000,5106.00
Kepler-190 c,0.0450000000,5106.00
Kepler-1900 b,0.0420000000,6173.00
Kepler-1901 b,0.0453000000,5696.00
Kepler-1902 b,0.0385000000,3729.00
Kepler-1903 b,0.1321000000,6347.00
Kepler-1904 b,0.0436000000,3805.00
Kepler-1905 b,0.0451000000,5788.00
Kepler-1906 b,0.0738000000,5868.00
Kepler-1907 b,0.0544400000,5159.00
Kepler-1907 c,0.1037100000,5159.00
Kepler-1909 b,0.0306000000,4935.00
Kepler-191 b,0.0870000000,5282.00
Kepler-191 c,0.1280000000,5282.00
Kepler-191 d,0.0610400000,5215.00
Kepler-1910 b,0.0536000000,4234.00
Kepler-1911 b,0.0636000000,5721.00
Kepler-1912 b,0.0648900000,5734.00
Kepler-1913 b,0.1209000000,6214.00
Kepler-1914 b,0.1954000000,5982.00
Kepler-1915 b,0.1140000000,6020.00
Kepler-1916 b,0.2053000000,6246.00
Kepler-1917 b,0.1030000000,5530.00
Kepler-1918 b,0.2524000000,5889.00
Kepler-1919 b,0.2107000000,5513.00
Kepler-192 b,0.0900000000,5479.00
Kepler-192 c,0.1500000000,5479.00
Kepler-192 d,0.0686000000,5487.00
Kepler-1920 b,0.2043000000,6277.00
Kepler-1921 b,0.1586500000,6120.00
Kepler-1921 c,0.0454000000,6120.00
Kepler-1922 b,0.1077000000,5931.00
Kepler-1923 b,0.2846000000,5881.00
Kepler-1924 b,0.1216000000,5726.00
Kepler-1925 b,0.2588000000,5856.00
Kepler-1926 b,0.2197000000,5256.00
Kepler-1927 b,0.3873300000,6056.00
Kepler-1928 b,0.1940000000,5720.00
Kepler-1929 b,0.3088300000,5786.00
Kepler-193 b,0.1060000000,6335.00
Kepler-193 c,0.2860000000,6335.00
Kepler-1930 b,0.1023300000,5083.00
Kepler-1931 b,0.2332900000,6167.00
Kepler-1932 b,0.0123000000,5278.00
Kepler-1933 b,0.0560500000,5661.00
Kepler-1934 b,0.0246600000,5925.00
Kepler-1935 b,0.0463000000,5570.00
Kepler-1936 b,0.5266200000,6501.00
Kepler-1937 b,0.0915000000,6457.00
Kepler-1938 b,0.0938000000,4522.00
Kepler-1939 b,0.0334000000,4353.00
Kepler-194 b,0.0320000000,6089.00
Kepler-194 c,0.1310000000,6089.00
Kepler-194 d,0.2750000000,6089.00
Kepler-1940 b,0.0525000000,5431.00
Kepler-1941 b,0.2054000000,6404.00
Kepler-1942 b,0.0516000000,5834.00
Kepler-1943 b,0.0597500000,6032.00
Kepler-1944 b,0.0918000000,5585.00
Kepler-1945 b,0.0597000000,4991.00
Kepler-1946 b,0.0394000000,5505.00
Kepler-1947 b,0.0737500000,6040.00
Kepler-1948 b,0.1022000000,3872.00
Kepler-1949 b,0.0352000000,6028.00
Kepler-195 b,0.0770000000,5329.00
Kepler-195 c,0.1970000000,5329.00
Kepler-1950 b,0.0871000000,5455.00
Kepler-1951 b,0.1435000000,5468.00
Kepler-1952 b,0.1724000000,5973.00
Kepler-1953 b,0.0607000000,4858.00
Kepler-1954 b,0.0625000000,5840.00
Kepler-1955 b,0.1195900000,5825.00
Kepler-1956 b,0.0563000000,4391.00
Kepler-1957 b,0.0299000000,4904.00
Kepler-1958 b,0.0856000000,5749.00
Kepler-1959 b,0.0617000000,5071.00
Kepler-196 b,0.1380000000,5128.00
Kepler-196 c,0.2400000000,5128.00
Kepler-196 d,0.4545000000,5132.00
Kepler-1960 b,0.0354000000,6371.00
Kepler-1961 b,0.0588000000,5401.00
Kepler-1962 b,0.0783000000,5700.00
Kepler-1963 b,0.0291500000,5726.00
Kepler-1964 b,0.0322000000,4803.00
Kepler-1965 b,0.2297100000,5852.00
Kepler-1966 b,0.0763000000,5009.00
Kepler-1967 b,0.0668600000,4970.00
Kepler-1968 b,0.0696000000,5008.00
Kepler-1969 b,0.0717000000,6046.00
Kepler-197 b,0.0600000000,6004.00
Kepler-197 c,0.0900000000,6004.00
Kepler-197 d,0.1190000000,6004.00
Kepler-197 e,0.1640000000,6004.00
Kepler-1972 b,0.0800600000,5818.00
Kepler-1972 c,0.1049300000,5818.00
Kepler-1976 b,0.0565000000,5712.00
Kepler-1977 b,0.0486000000,4805.00
Kepler-1978 b,0.0914000000,5251.00
Kepler-1979 b,0.1383000000,5942.00
Kepler-198 b,0.1310000000,5574.00
Kepler-198 c,0.2590000000,5574.00
Kepler-198 d,0.0234200000,5636.00
Kepler-1980 b,0.2049000000,5819.00
Kepler-1981 b,1.3292000000,5874.00
Kepler-1982 b,0.0511000000,6202.00
Kepler-1983 b,0.0689000000,5135.00
Kepler-1984 b,0.0238000000,3638.00
Kepler-1985 b,0.0426000000,5370.00
Kepler-1986 b,0.1307000000,5549.00
Kepler-1987 b,0.0318000000,4769.00
Kepler-1987 c,0.0427000000,4769.00
Kepler-1987 d,0.0571000000,4769.00
Kepler-1987 e,0.0765000000,4769.00
Kepler-1988 b,0.1038000000,6033.00
Kepler-1989 b,0.0918000000,6032.00
Kepler-199 b,0.1580000000,5644.00
Kepler-199 c,0.3160000000,5644.00
Kepler-1990 b,0.0286000000,5751.00
Kepler-1990 c,0.0504000000,5751.00
Kepler-1991 b,0.1065000000,5478.00
Kepler-1991 c,0.1528000000,5478.00
Kepler-1992 b,0.1169000000,5383.00
Kepler-1993 b,0.1943000000,5159.00
Kepler-1994 b,0.0530000000,5495.00
Kepler-1995 b,0.3259000000,5029.00
Kepler-1996 b,0.1789000000,4580.00
Kepler-1996 c,0.3608000000,4580.00
Kepler-1997 b,0.1815000000,6215.00
Kepler-1998 b,0.0405000000,5640.00
Kepler-1999 b,0.0713000000,4406.00
Kepler-20 b,0.0456500000,5495.00
Kepler-20 c,0.0936000000,5495.00
Kepler-20 d,0.3474000000,5495.00
Kepler-20 e,0.0637000000,5495.00
Kepler-20 f,0.1387000000,5495.00
Kepler-20 g,0.2055000000,5495.00
Kepler-200 b,0.0800000000,5678.00
Kepler-200 c,0.0900000000,5678.00
Kepler-2000 b,0.0562000000,3757.00
Kepler-2000 c,0.1228000000,3757.00
Kepler-2001 b,0.0197000000,5081.00
Kepler-2001 c,0.1084000000,5081.00
Kepler-201 b,0.1750000000,6065.00
Kepler-201 c,0.5730000000,6065.00
Kepler-202 b,0.0450000000,4668.00
Kepler-202 c,0.1130000000,4668.00
Kepler-203 b,0.0430000000,5821.00
Kepler-203 c,0.0610000000,5821.00
Kepler-203 d,0.1000000000,5821.00
Kepler-204 b,0.1170000000,5812.00
Kepler-204 c,0.1730000000,5812.00
Kepler-205 b,0.0320000000,4321.00
Kepler-205 c,0.1220000000,4321.00
Kepler-206 b,0.0780000000,5764.00
Kepler-206 c,0.1110000000,5764.00
Kepler-206 d,0.1630000000,5764.00
Kepler-207 b,0.0290000000,5920.00
Kepler-207 c,0.0440000000,5920.00
Kepler-207 d,0.0680000000,5920.00
Kepler-208 b,0.0540000000,6092.00
Kepler-208 c,0.0790000000,6092.00
Kepler-208 d,0.1030000000,6092.00
Kepler-208 e,0.1320000000,6092.00
Kepler-209 b,0.1220000000,5513.00
Kepler-209 c,0.2310000000,5513.00
Kepler-21 b,0.0434000000,6305.00
Kepler-210 b,0.0320000000,4559.00
Kepler-210 c,0.0700000000,4559.00
Kepler-211 b,0.0480000000,5123.00
Kepler-211 c,0.0620000000,5123.00
Kepler-212 b,0.1330000000,5852.00
Kepler-212 c,0.2070000000,5852.00
Kepler-213 b,0.0360000000,5696.00
Kepler-213 c,0.0570000000,5696.00
Kepler-214 b,0.1300000000,6169.00
Kepler-214 c,0.1940000000,6169.00
Kepler-215 b,0.0840000000,5739.00
Kepler-215 c,0.1130000000,5739.00
Kepler-215 d,0.1850000000,5739.00
Kepler-215 e,0.3140000000,5739.00
Kepler-216 b,0.0790000000,6091.00
Kepler-216 c,0.1360000000,6091.00
Kepler-217 b,0.0650000000,6171.00
Kepler-217 c,0.0890000000,6171.00
Kepler-217 d,0.0534000000,6341.00
Kepler-218 b,0.0460000000,5502.00
Kepler-218 c,0.2480000000,5502.00
Kepler-218 d,0.4988400000,5542.00
Kepler-219 b,0.0570000000,5786.00
Kepler-219 c,0.1650000000,5786.00
Kepler-219 d,0.2720000000,5786.00
Kepler-22 b,0.8120000000,5596.00
Kepler-220 b,0.0460000000,4632.00
Kepler-220 c,0.0760000000,4632.00
Kepler-220 d,0.1630000000,4632.00
Kepler-220 e,0.2260000000,4632.00
Kepler-221 b,0.0370000000,5243.00
Kepler-221 c,0.0590000000,5243.00
Kepler-221 d,0.0870000000,5243.00
Kepler-221 e,0.1300000000,5243.00
Kepler-222 b,0.0480000000,5433.00
Kepler-222 c,0.0910000000,5433.00
Kepler-222 d,0.1800000000,5433.00
Kepler-223 b,0.0752500000,5803.00
Kepler-223 c,0.0911700000,5803.00
Kepler-223 d,0.1195600000,5803.00
Kepler-223 e,0.1448100000,5803.00
Kepler-224 b,0.0380000000,5018.00
Kepler-224 c,0.0580000000,5018.00
Kepler-224 d,0.0890000000,5018.00
Kepler-224 e,0.1240000000,5018.00
Kepler-225 b,0.0560000000,3682.00
Kepler-225 c,0.1110000000,3682.00
Kepler-226 b,0.0470000000,5571.00
Kepler-226 c,0.0580000000,5571.00
Kepler-226 d,0.0760000000,5571.00
Kepler-227 b,0.0900000000,5854.00
Kepler-227 c,0.2900000000,5854.00
Kepler-228 b,0.0380000000,6043.00
Kepler-228 c,0.0520000000,6043.00
Kepler-228 d,0.1010000000,6043.00
Kepler-229 b,0.0620000000,5120.00
Kepler-229 c,0.1170000000,5120.00
Kepler-229 d,0.2200000000,5120.00
Kepler-23 b,0.0721200000,5828.00
Kepler-23 c,0.0950100000,5828.00
Kepler-23 d,0.1201200000,5828.00
Kepler-230 b,0.1910000000,5588.00
Kepler-230 c,0.3800000000,5588.00
Kepler-231 b,0.0740000000,3767.00
Kepler-231 c,0.1140000000,3767.00
Kepler-232 b,0.0540000000,5847.00
Kepler-232 c,0.1010000000,5847.00
Kepler-233 b,0.0770000000,5360.00
Kepler-233 c,0.2870000000,5360.00
Kepler-234 b,0.0400000000,6224.00
Kepler-234 c,0.0770000000,6224.00
Kepler-235 b,0.0370000000,4255.00
Kepler-235 c,0.0650000000,4255.00
Kepler-235 d,0.1220000000,4255.00
Kepler-235 e,0.2130000000,4255.00
Kepler-236 b,0.0650000000,3750.00
Kepler-236 c,0.1320000000,3750.00
Kepler-237 b,0.0500000000,4861.00
Kepler-237 c,0.0710000000,4861.00
Kepler-238 b,0.0340000000,5751.00
Kepler-238 c,0.0690000000,5751.00
Kepler-238 d,0.1150000000,5751.00
Kepler-238 e,0.1728600000,5800.00
Kepler-238 f,0.2863500000,5800.00
Kepler-239 b,0.0950000000,4914.00
Kepler-239 c,0.2680000000,4914.00
Kepler-24 b,0.0804500000,6028.00
Kepler-24 c,0.1061200000,6028.00
Kepler-24 d,0.0510000000,5897.00
Kepler-24 e,0.1380000000,5897.00
Kepler-240 b,0.0480000000,4985.00
Kepler-240 c,0.0740000000,4985.00
Kepler-241 b,0.0940000000,4699.00
Kepler-241 c,0.1890000000,4699.00
Kepler-242 b,0.0750000000,5020.00
Kepler-242 c,0.1090000000,5020.00
Kepler-243 b,0.0620000000,5228.00
Kepler-243 c,0.1420000000,5228.00
Kepler-244 b,0.0500000000,5554.00
Kepler-244 c,0.0870000000,5554.00
Kepler-244 d,0.1400000000,5554.00
Kepler-245 b,0.0710000000,5100.00
Kepler-245 c,0.1240000000,5100.00
Kepler-245 d,0.2020000000,5100.00
Kepler-245 e,0.0405300000,5174.00
Kepler-246 b,0.0520000000,5206.00
Kepler-246 c,0.0950000000,5206.00
Kepler-247 b,0.0420000000,5100.00
Kepler-247 c,0.0840000000,5100.00
Kepler-247 d,0.1400000000,5100.00
Kepler-248 b,0.0660000000,5190.00
Kepler-248 c,0.1230000000,5190.00
Kepler-249 b,0.0350000000,3568.00
Kepler-249 c,0.0580000000,3568.00
Kepler-249 d,0.0970000000,3568.00
Kepler-25 b,0.0695000000,6354.00
Kepler-25 c,0.1117000000,6354.00
Kepler-25 d,0.4164221832,6354.00
Kepler-250 b,0.0480000000,5160.00
Kepler-250 c,0.0690000000,5160.00
Kepler-250 d,0.1270000000,5160.00
Kepler-251 b,0.0530000000,5526.00
Kepler-251 c,0.1220000000,5526.00
Kepler-251 d,0.1820000000,5526.00
Kepler-251 e,0.4040000000,5526.00
Kepler-252 b,0.0580000000,4208.00
Kepler-252 c,0.0800000000,4208.00
Kepler-253 b,0.0460000000,5208.00
Kepler-253 c,0.0890000000,5208.00
Kepler-253 d,0.1300000000,5208.00
Kepler-254 b,0.0640000000,5957.00
Kepler-254 c,0.1050000000,5957.00
Kepler-254 d,0.1390000000,5957.00
Kepler-255 b,0.0630000000,5573.00
Kepler-255 c,0.0920000000,5573.00
Kepler-255 d,0.0192000000,5431.00
Kepler-256 b,0.0270000000,5551.00
Kepler-256 c,0.0450000000,5551.00
Kepler-256 d,0.0640000000,5551.00
Kepler-256 e,0.0960000000,5551.00
Kepler-257 b,0.0340000000,5180.00
Kepler-257 c,0.0660000000,5180.00
Kepler-257 d,0.1600000000,5180.00
Kepler-258 b,0.1030000000,4942.00
Kepler-258 c,0.1930000000,4942.00
Kepler-259 b,0.0790000000,5938.00
Kepler-259 c,0.2170000000,5938.00
Kepler-26 b,0.0855100000,3914.00
Kepler-26 c,0.1072500000,3914.00
Kepler-26 d,0.0390000000,4486.00
Kepler-26 e,0.2200000000,4486.00
Kepler-260 b,0.0750000000,5250.00
Kepler-260 c,0.3320000000,5250.00
Kepler-261 b,0.0880000000,5098.00
Kepler-261 c,0.1560000000,5098.00
Kepler-262 b,0.1080000000,5841.00
Kepler-262 c,0.1520000000,5841.00
Kepler-263 b,0.1200000000,5265.00
Kepler-263 c,0.2420000000,5265.00
Kepler-264 b,0.2490000000,6158.00
Kepler-264 c,0.5660000000,6158.00
Kepler-265 b,0.0690000000,5835.00
Kepler-265 c,0.1270000000,5835.00
Kepler-265 d,0.2360000000,5835.00
Kepler-265 e,0.3190000000,5835.00
Kepler-266 b,0.0710000000,5885.00
Kepler-266 c,0.4570000000,5885.00
Kepler-267 b,0.0370000000,4258.00
Kepler-267 c,0.0600000000,4258.00
Kepler-267 d,0.1540000000,4258.00
Kepler-268 b,0.1800000000,6081.00
Kepler-268 c,0.3910000000,6081.00
Kepler-269 b,0.0610000000,5847.00
Kepler-269 c,0.0810000000,5847.00
Kepler-27 b,0.1180000000,5400.00
Kepler-27 c,0.1910000000,5400.00
Kepler-27 d,0.0657800000,5251.00
Kepler-270 b,0.1070000000,6067.00
Kepler-270 c,0.1800000000,6067.00
Kepler-271 b,0.0878400000,5555.00
Kepler-271 c,0.0699300000,5555.00
Kepler-271 d,0.0555400000,5555.00
Kepler-272 b,0.0380000000,5297.00
Kepler-272 c,0.0610000000,5297.00
Kepler-272 d,0.0910000000,5297.00
Kepler-273 b,0.0370000000,5626.00
Kepler-273 c,0.0730000000,5626.00
Kepler-274 b,0.1010000000,6023.00
Kepler-274 c,0.2040000000,6023.00
Kepler-275 b,0.0980000000,6165.00
Kepler-275 c,0.1320000000,6165.00
Kepler-275 d,0.2240000000,6165.00
Kepler-276 b,0.1190000000,6105.00
Kepler-276 c,0.1861900000,5693.00
Kepler-276 d,0.2466600000,5693.00
Kepler-277 b,0.1416800000,5946.00
Kepler-277 c,0.2178100000,5946.00
Kepler-278 b,0.2020000000,4965.00
Kepler-278 c,0.2870000000,4965.00
Kepler-279 b,0.1120000000,6363.00
Kepler-279 c,0.2236000000,6689.45
Kepler-279 d,0.2901000000,6689.45
Kepler-279 e,0.4390000000,6689.45
Kepler-28 b,0.0568700000,4499.30
Kepler-28 c,0.0751900000,4499.30
